id,lat,lon,name
1803006496,32.005657,34.784607,David Elazar/Begin
1803006497,32.006013,34.784441,David Elazar/Begin
1803006499,32.010164,34.784968,David Elazar/Golda Meir
1803006501,32.011564,34.785362,David Elazar/Kibbutz Galuyot
1803006522,32.014101,34.785474,David Elazar/HaHistadrut
1803006543,32.007736,34.784654,David Elazar/Keren HaYesod
1803006546,32.007787,34.784891,David Elazar/Keren HaYesod
1803010206,32.02034,34.806358,HaShiv'a Road/HaMelacha to the East
1803010247,32.017652,34.808867,HaShiv'a Road/Kaplan
1803012809,32.010919,34.799966,Ha'Orgim/HaBanai
1803012830,32.009759,34.801443,Ha'Orgim/HaBanai
1803012855,32.0120355,34.7978287,Ha'Orgim/Hamelaha
1803012865,32.007791,34.807276,Ha'Orgim/HaMerkava
1803012872,32.011812,34.798615,Ha'Orgim/HaSatat
1803014232,32.005547,34.763012,Ha'Amora'im/HaTana'im
1803015112,32.010884,34.801179,HaBanai/Ha'Orgim
1803015113,32.01335,34.803097,HaBanai/HaMashbir
1803015748,32.028985,34.762845,HaBanim/Hazit Hamesh
1803015794,32.028815,34.763626,HaBanim/Yafo
1803019882,32.018279,34.768301,HaHistadrut/Ehad BeMay
1803019886,32.018397,34.768633,HaHistadrut/Ehad BeMay
1803019959,32.015191,34.784884,HaHistadrut/Ge'ulim
1803019960,32.015864,34.783367,HaHistadrut/Ge'ulim
1803019963,32.014378,34.786421,HaHistadrut/David Elazar
1803019974,32.014323,34.786116,HaHistadrut/David Elazar
1803020032,32.017237,34.777356,HaHistadrut/Hankin
1803020060,32.016495,34.782766,HaHistadrut/Mohliver
1803020063,32.016972,34.780855,HaHistadrut/Rosh Pina
1803020073,32.011968,34.791429,HaHistadrut/Motzkin
1803020074,32.012125,34.790577,HaHistadrut/Motzkin
1803020076,32.013129,34.788959,HaHistadrut/Smolenskin
1803020088,32.013346,34.788094,HaHistadrut/Smolenskin
1803020102,32.017269,34.779875,HaHistadrut/Rosh Pina
1803020160,32.017555,34.775052,HaHistadrut/Shenkar
1803020165,32.017521,34.774012,HaHistadrut/Shenkar
1803020449,32.013401,34.7717,Hoofien/Bialik
1803020458,32.012768,34.775636,Golda Meir/Reuven Bareket
1803020467,32.013231,34.774297,Hoofien/Bareket
1803020476,32.01417,34.766419,Hoofien/HaHaluts
1803020482,32.013638,34.771144,Hoofien/Weizmann
1803020493,32.014255,34.766926,Hoofien/Zalman Aran
1803023920,32.007227,34.801097,HaLahav/HaRokmim
1803023931,32.029474,34.772367,HaLohamim/HaLohamim Square
1803024825,32.007904,34.797373,Building Technology College/Yerushalayim Blvd
1803024843,32.012784,34.79783,Hamelaha/Ha'Orgim
1803024856,32.015986,34.80097,Hamelaha/HaMashbir
1803024860,32.016577,34.801202,Hamelaha/HaMashbir
1803024898,32.0107204,34.7957329,Hamelaha/HaRokmim
1803024899,32.011156,34.795867,Hamelaha/HaRokmim
1803024900,32.020384,34.804887,Hamelaha/HaShiv'a
1803024901,32.020859,34.805102,Hamelaha/HaShiv'a
1803025790,32.028933,34.766825,HaMa'apilim/HaBanim
1803025794,32.028997,34.76662,HaMa'apilim/HaBanim
1803025797,32.03118,34.768935,HaMa'apilim/HaLohamim
1803025809,32.026368,34.766071,HaMa'apilim/HaRambam
1803025872,32.032817,34.763739,Hametsuda/Lehi
1803025995,32.007989,34.807185,Ha'Orgim/HaMerkava
1803025996,32.016657,34.806695,HaMerkava/HaBanai
1803025997,32.017741,34.806057,HaMerkava/HaBanai
1803026006,32.019312,34.804413,HaMerkava/Hamelaha
1803026010,32.011448,34.808012,Hatzi Hinam/HaMerkava
1803026014,32.012184,34.808329,HaMerkava/HaMashbir
1803026274,32.012373,34.806053,HaMashbir/HaHofer
1803026284,32.012581,34.805241,HaMashbir/HaLahav
1803026759,32.015405,34.793652,HaNevi'im/Dvora HaNevi'a
1803027757,32.016155,34.79973,HaNehoshet/Hamelaha
1803030026,32.003971,34.763204,HaSanhedrin/HaSavora'im
1803030987,32.021137,34.79889,HaPeled/Ha'Ofan
1803030988,32.021133,34.798741,HaPeled/Ha'Ofan
1803030989,32.018797,34.801793,HaPeled/Hamelaha
1803030990,32.018981,34.80127,HaPeled/Hamelaha
1803030991,32.024366,34.795468,HaPeled/Prof Shorr
1803032572,32.008484,34.800141,HaRokmim/HaBanai
1803032573,32.006159,34.804138,HaManor/HaRokmim
1803032574,32.00694,34.801863,HaRokmim/HaLahav
1803032575,32.007798,34.801173,HaRokmim/HaLahav
1803034305,32.01464,34.796569,HaShoftim/Dvora HaNevi'a
1803034307,32.015935,34.79755,HaShoftim/Yirmiyahu
1803035183,32.005784,34.763261,HaTana'im/Ha'Amora'im
1803035511,32.018848,34.770714,Weizmann/HaHistadrut
1803035574,32.021734,34.772972,Weizmann/Sokolov
1803035575,32.021675,34.773236,Weizmann/Sokolov
1803037066,32.019969,34.776264,Homa VeMigdal/Shenkar
1803038113,32.029972,34.76204,Hazit Hamesh/HaBanim
1803038118,32.030032,34.762146,Hazit Hamesh/HaBanim
1803039276,31.998722,34.763544,Eged Parking/Hurshat Hayovel
1803039277,31.998823,34.763454,Egged Parking/Dan Shomron
1803039280,32.000164,34.763601,Egged Parking/Dan Shomron
1803039332,32.025735,34.797179,Timna Parking
1803039333,32.026341,34.796395,Timna Parking/Timna
1803039357,32.019444,34.778833,Hankin/Homa VeMigdal
1803039358,32.019545,34.778665,Hankin/Homa VeMigdal
1803039934,32.010495,34.808141,Hatzi Hinam/HaMerkava
1803039939,32.012971,34.808186,HaMerkava/HaMashbir
1803039946,32.015813,34.807676,HaMerkava
1803043939,32.004766,34.793927,Yamit 2000/Mifrats Shlomo
1803043940,32.004574,34.793908,Yamit 2000/Mifrats Shlomo
1803046272,32.018022,34.794327,Yirmiyahu/Gid'on
1803046273,32.018026,34.79413,Yirmiyahu/Gid'on
1803046276,32.017376,34.795814,Yirmiyahu/HaNevi'im
1803046297,32.016885,34.797698,Yirmiyahu/HaShoftim
1803046299,32.017015,34.797584,Yirmiyahu/HaShoftim
1803046304,32.019396,34.79252,Yirmiyahu/Prof Shorr
1803046307,32.019586,34.792215,Yirmiyahu/Prof Shorr
1803047503,32.010362,34.797641,Fire Brigade Holon/HaRokmim
1803047504,32.010241,34.797665,Fire Brigade Holon/HaRokmim
1803049720,31.997647,34.773968,Laskov/Rabinowitz
1803051147,32.01247,34.777684,Meditech/Golda Meir
1803055959,32.003314,34.80185,Kiryat Sharett Terminal/Yerushalayim Boulevard
1803058044,32.004778,34.790265,Mifrats Shlomo/Giv'at Hatahmoshet
1803058045,32.005015,34.789176,Mifrats Shlomo/Giv'at Hatahmoshet
1803058046,32.005183,34.786298,Mifrats Shlomo/Kiryat Shmona
1803058048,32.005016,34.78605,Mifrats Shlomo/Kiryat Shmona
1803058050,32.005288,34.797537,Mifrats Shlomo/Ramat HaGolan
1803058051,32.005054,34.797389,Mifrats Shlomo/Ramat HaGolan
1803061610,31.999216,34.769662,Sadav Center/Rabinovich
1803061612,31.999074,34.769438,Sadab Center/Rabinowitz
1803062212,32.011653,34.778113,MediaTech Cultural Center/Pinhas Eylon
1803062412,32.00106,34.766169,Moshe Dayan/Ben Gurion
1803062481,32.010912,34.792337,Moshe Sharett/HaHistadrut
1803062492,32.005498,34.791711,Moshe Sharett/Mifrats Shlomo
1803062493,32.005757,34.792037,Moshe Sharett/Mifrats Shlomo
1803062518,32.007886,34.791955,Moshe Sharett/Keren HaYesod
1803062524,32.008962,34.792329,Moshe Sharett/Keren HaYesod
1803062969,32.031845,34.77066,Country Holon/HaLohamim
1803062970,32.033445,34.770115,Licensing Bureau/HaLohamim
1803066577,32.015267,34.770145,Holon Municipality/Weizmann
1803067999,32.013642,34.775162,Fichman/Hoofien
1803068190,32.008175,34.777872,Pinhas Eylon/Ilona Feher
1803068191,32.004839,34.776296,Pinhas Eylon/Begin
1803068193,32.008859,34.778158,Pinhas Eylon/Ha'Aluf Yariv
1803068455,32.01938,34.790337,Prof Shorr/HaNevi'im
1803068471,32.022601,34.795586,Prof Shorr/HaPeled
1803068473,32.022593,34.795724,Prof Shorr/HaPeled
1803068475,32.020809,34.793249,Prof Shorr/Yirmiyahu
1803080122,32.015703,34.778475,Hankin Campus/Hankin
1803080123,32.016078,34.778599,Hankin Campus/Hankin
1803080441,32.011523,34.781425,Holon Mall/Golda Meir
1803080447,32.011891,34.778948,Holon Mall/Golda Meir
1803080448,32.012748,34.778412,Holon Mall/Hankin
1803081776,32.00848,34.790098,Keren HaYesod/Bethlehem
1803081828,32.008535,34.791461,Keren HaYesod/Moshe Sharett
1803082650,31.997759,34.773292,Rabinovich/Laskov
1803082655,31.999323,34.767875,Rabinovich/Ben Gurion
1803082660,31.999153,34.768013,Rabinovich/Ben Gurion
1803082668,31.998628,34.77223,Rabinovich/HaYahalom
1803082671,31.998999,34.772025,Rabinovich/HaYahalom
1803083997,32.001109,34.760742,Komemiyut Train Station
1803084002,32.001476,34.75953,HaKomemiyut Rail Station
1803084011,32.035598,34.759942,Wolfson Railway Station
1803084029,32.015217,34.76205,Yoseftal Rail Station
1803084248,32.005493,34.796551,Ramat HaGolan/Mifrats Shlomo
1803084249,32.006215,34.796278,Ramat HaGolan/Mifrats Shlomo
1803084251,32.007879,34.795243,Ramat HaGolan/Sheshet HaYamim
1803084252,32.007805,34.7954,Ramat HaGolan/Sheshet HaYamim
1803085359,32.023453,34.762392,Dov Hoz/Giv'ati
1803085362,32.023264,34.768042,Dov Hoz/Henrietta Szold
1803085599,32.014591,34.763883,Yoseftal/Eilat
1803085600,32.014706,34.764162,Yoseftal/Eilat
1803085613,32.01743,34.788225,Ort Sciences/Yerushalayim Boulevard
1803085616,32.013606,34.792335,Yerushalayim Blvd/Bezalel
1803085617,32.013968,34.791804,Yerushalayim Blvd/Bezalel
1803085630,32.006754,34.798078,Yerushalayim Blvd/HaLahav
1803085631,32.006506,34.798709,Yerushalayim Blvd/HaLahav
1803085632,32.009779,34.795163,Yerushalayim Blvd/Alufe Tsahal
1803085643,32.005278,34.799538,Yerushalayim Boulevard/Mifrats Shlomo
1803085647,32.01123,34.793797,Yerushalayim Blvd/Moshe Sharett
1803085648,32.020785,34.786474,Yerushalayim Boulevard/Sokolov
1803085649,32.021486,34.786454,Yerushalayim Boulevard/Sokolov
1803085650,32.0187173,34.7877189,Yerushalayim Boulevard/Professor Shorr
1803085651,32.018905,34.787289,Yerushalayim Boulevard/Professor Shorr
1803092748,32.021066,34.776162,Shenkar/Arlozorov
1803092749,32.017673,34.775703,Arye Shenkar/Yavne
1803092750,32.018167,34.775582,Shenkar/HaHistadrut
1803092753,32.021453,34.77603,Shenkar/Sokolov
1803092754,32.02169,34.776251,Shenkar/Sokolov
1803093139,32.008475,34.793349,Sheshet HaYamim/Moshe Sharett
1803093140,32.008387,34.792845,Sheshet HaYamim/Moshe Sharett
1803093513,32.000929,34.764568,Etgarim Park/Moshe Dayan
1803093514,32.001204,34.76328,HaYovel Gas Station/Moshe Dayan
1803094261,32.011031,34.782259,Kougel High School/Golda Meir
1803094269,32.005767,34.790292,Kiryat Sharett High School/Giv'at Hatahmoshet
1803094271,32.005823,34.7902,Kiryat Sharett High School/Giv'at Hatahmoshet
2066288437,32.013903,34.774982,Technological Institute/Yaacov Pichman
5210714019,32.002027,34.801255,Kiryat Sharett Terminal
5210717033,32.020767,34.793389,Prof Shorr/Yirmiyahu
5210719748,31.997018,34.762776,Holon Parking/Departure Station
5775255021,32.008782,34.78699,Sharett School/Keren HaYesod
6088412089,32.016113,34.799571,HaNehoshet/Hamelaha
7941723338,32.01494,34.764832,Eilat/Yoseftal Boulevard
7941723366,32.008339,34.804726,Ha'Orgim/HaManor
7941723367,32.023288,34.770927,Sokolov/Henrietta Szold
7941723403,32.005494,34.777708,Pinhas Eilon/Menahem Begin
7941723404,32.005474,34.777938,Pinhas Eilon/Menahem Begin
7941723428,32.034018,34.770659,HaLohamim Terminal/DMV
7941723435,32.0031982,34.8013834,K. Sharet Terminal
7941723455,32.004945,34.804662,HaRokmim/HaKhishur
7941723456,32.007085,34.807492,HaSayarim Shopping Center/HaMerkava
12172572010,32.030885,34.770591,HaLohamim/HaMaapilim
12172572011,32.028242,34.777351,Mikveh Yisrael/Arieh Shenkar
12172572014,32.024364,34.784369,Yossef Serlin/Ze'ev Jabotinsky
12172572016,32.020099,34.775459,Homa VeMigdal/Shenkar
12172572017,32.018663,34.790363,Ort Sciences/HaNevi'im
12172572018,32.015587,34.792191,HaNevi'im/Bezalel
12172590014,32.024506,34.776439,Arieh Shenkar/HaGalil
12172591320,32.034209,34.770086,Licensing Bureau/HaLohamim
12172591323,32.028623,34.774417,Mikveh Yisrael/Kugel Avenue
12172591325,32.028181,34.778906,Mikveh Yisrael/Yehoshua Henkin
12172597304,32.027864,34.776868,Shenkar/Mikve Israel
12172597305,32.027145,34.782315,Yossef Serlin/Eliyahu Karozah
12172597306,32.025495,34.779202,Hankin/Jabotinsky
12172597307,32.023125,34.779056,Hankin/Sokolov
12172597308,32.022507,34.785901,Yossef Serlin/Sokolov
12172597314,31.998687,34.77409,Simcha Erlich/Laskov
12172598706,32.027833,34.779641,Mikveh Yisrael/Yehoshua Henkin
12172598708,32.017417,34.777456,HaHistadrut/Yehoshua Hankin
12172598711,32.008702,34.799345,HaBanai/HaRokmim
12172598713,32.004807,34.778631,Begin/Pinhas Eylon
12172607902,32.016708,34.79521,HaNevi'im/Yirmiyahu
12172614802,32.000715,34.772468,Moshe Dayan/Haim Bar Lev
